,wavelength,tap,head
328,638.0,6.71118869e-07,1.15662451e-05
329,639.0,6.71194073e-07,1.16950632e-05
330,640.0,6.58650208e-07,1.15353378e-05
331,641.0,6.92965955e-07,1.15505445e-05
332,642.0,6.77874368e-07,1.15414477e-05
333,643.0,6.57514875e-07,1.14441036e-05
334,644.0,6.64783613e-07,1.1415028e-05
335,645.0,6.47391857e-07,1.13892247e-05
336,646.0,6.57033638e-07,1.13948527e-05
337,647.0,6.61616582e-07,1.13164651e-05
338,648.0,6.56130055e-07,1.1362059e-05
339,649.0,6.22810376e-07,1.10530009e-05
340,650.0,6.47267939e-07,1.12244497e-05
341,651.0,6.4312718e-07,1.10564042e-05
342,652.0,6.35136416e-07,1.10068077e-05
343,653.0,6.31392368e-07,1.08821405e-05
344,654.0,6.0953073e-07,1.06938505e-05
345,655.0,6.09313361e-07,1.06519019e-05
346,656.0,6.02344471e-07,1.04444753e-05
347,657.0,5.99194493e-07,1.03126104e-05
348,658.0,5.98834333e-07,1.02513877e-05
349,659.0,5.86951273e-07,1.01911228e-05
350,660.0,5.83379688e-07,1.00415418e-05
351,661.0,5.63118874e-07,1.00180687e-05
352,662.0,5.78114623e-07,9.95581377e-06
353,663.0,5.70069631e-07,1.00761408e-05
354,664.0,5.71110718e-07,1.00380657e-05
355,665.0,5.78779975e-07,1.00297993e-05
356,666.0,5.69446684e-07,9.96783729e-06
357,667.0,5.85827138e-07,1.00556344e-05
358,668.0,5.72335182e-07,1.00091092e-05
359,669.0,5.80000176e-07,9.9159497e-06
360,670.0,5.72089391e-07,9.97232473e-06
361,671.0,5.62497746e-07,9.85521456e-06
362,672.0,5.61362697e-07,9.80876121e-06
363,673.0,5.60997364e-07,9.82364782e-06
364,674.0,5.62910941e-07,9.80650566e-06
365,675.0,5.55354916e-07,9.67133383e-06
366,676.0,5.68907808e-07,9.75472267e-06
367,677.0,5.53419341e-07,9.68648328e-06
368,678.0,5.6816333e-07,9.70288966e-06
369,679.0,5.54803421e-07,9.74146133e-06
370,680.0,5.64244544e-07,9.80622008e-06
371,681.0,5.66545509e-07,9.7929169e-06
372,682.0,5.67757695e-07,9.79439847e-06
373,683.0,5.80190942e-07,1.00302168e-05
374,684.0,5.70882548e-07,9.9664685e-06
375,685.0,5.69192309e-07,9.83883911e-06
376,686.0,5.70168993e-07,9.95161099e-06
377,687.0,5.72729675e-07,9.93767026e-06
378,688.0,5.80100846e-07,1.00562638e-05
379,689.0,5.73198861e-07,9.97921052e-06
380,690.0,5.6959982e-07,9.88276588e-06
381,691.0,5.60585363e-07,9.67993492e-06
382,692.0,5.51893777e-07,9.6002268e-06
383,693.0,5.38239874e-07,9.42439692e-06
384,694.0,5.1668809e-07,9.1904576e-06
385,695.0,5.10656776e-07,9.01224666e-06
386,696.0,5.03057265e-07,8.77193179e-06
387,697.0,4.78878064e-07,8.45341401e-06
388,698.0,4.63059308e-07,8.29671171e-06
389,699.0,4.65639744e-07,8.14361192e-06
390,700.0,4.46099421e-07,7.94517291e-06
391,701.0,4.50321664e-07,7.87284262e-06
392,702.0,4.3543173e-07,7.7562263e-06
393,703.0,4.36281169e-07,7.65571713e-06
394,704.0,4.27546183e-07,7.57752423e-06
395,705.0,4.35922658e-07,7.61733463e-06
396,706.0,4.2428664e-07,7.5458679e-06
397,707.0,4.3487745e-07,7.62169293e-06
398,708.0,4.41148188e-07,7.72967542e-06
399,709.0,4.36968236e-07,7.82154802e-06
400,710.0,4.4913287e-07,7.87902172e-06
401,711.0,4.48142316e-07,8.00991074e-06
402,712.0,4.50880833e-07,8.04576939e-06
403,713.0,4.55870463e-07,8.11708378e-06
404,714.0,4.60527787e-07,8.19210436e-06
405,715.0,4.65078074e-07,8.24120525e-06
406,716.0,4.53191745e-07,8.12519102e-06
407,717.0,4.48522428e-07,7.96615222e-06
408,718.0,4.33169475e-07,7.76475008e-06
